Category,Message
spam,"Your KYC has expired. Update immediately at 50,000"
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Earn 10,000 per day working from home. Register at http://bit.ly/win-now"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Lunch at canteen at 3?
spam,"Earn 10,000 per day working from home. Register at http://click-free-prize.com"
spam,"Claim your cashback of 50,000 rupees. Link: http://secure-verify.net"
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
ham,"Hey, I'll reach by 7 PM. Wait near canteen."
ham,Don't forget our class at 4 tomorrow.
ham,Meeting is at 5 in room 101.
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,"I'm on the way, will reach in 3 minutes."
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://kyc-update-online.in"
ham,I sent you the notes. Check WhatsApp.
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Earn 50,000 per day working from home. Register at http://bit.ly/win-now"
ham,Send me the PPT for today's seminar.
ham,"Hey, I'll reach by 1 PM. Wait near 101."
ham,Call me when you're free.
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Lunch at canteen at 1?
ham,"I'm on the way, will reach in 3 minutes."
ham,Call me when you're free.
ham,"Hey, I'll reach by 4 PM. Wait near canteen."
spam,"Earn 1,00,000 per day working from home. Register at http://gift-claim-center.net"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://bit.ly/win-now"
ham,I sent you the notes. Check WhatsApp.
spam,"Your KYC has expired. Update immediately at 5,000"
ham,"Hey, I'll reach by 2 PM. Wait near lab."
spam,"Earn 50,000 per day working from home. Register at http://click-free-prize.com"
ham,I sent you the notes. Check WhatsApp.
ham,Happy birthday! Have a great day 🎉
ham,Meeting is at 12 in room lab.
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Lunch at canteen at 7?
spam,"Your KYC has expired. Update immediately at 5,000"
ham,Send me the PPT for today's seminar.
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
ham,"Bro, what time is the lab tomorrow?"
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://bit.ly/win-now"
ham,Send me the PPT for today's seminar.
spam,"Earn 1,00,000 per day working from home. Register at http://secure-verify.net"
ham,"Bro, what time is the lab tomorrow?"
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,I sent you the notes. Check WhatsApp.
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
ham,Can you share today's attendance code?
ham,"Hey, I'll reach by 4 PM. Wait near lab."
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,Lunch at canteen at 12?
ham,I sent you the notes. Check WhatsApp.
ham,Lunch at canteen at 10?
ham,"Hey, I'll reach by 7 PM. Wait near C3."
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://secure-verify.net"
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
spam,"Your KYC has expired. Update immediately at 5,000"
ham,Lunch at canteen at 5?
ham,Where are you now?
ham,Send me the PPT for today's seminar.
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Send me the PPT for today's seminar.
spam,"Win a brand new smartphone! Register here: 10,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
spam,"Win a brand new smartphone! Register here: 10,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
spam,"Earn 10,000 per day working from home. Register at http://click-free-prize.com"
ham,I'll call you in 3 minutes.
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Win a brand new smartphone! Register here: 5,000"
ham,Can you share today's attendance code?
ham,Send me the PPT for today's seminar.
ham,Call me when you're free.
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,"I'm on the way, will reach in 7 minutes."
ham,Send me the PPT for today's seminar.
spam,"Win a brand new smartphone! Register here: 50,000"
ham,I'll call you in 8 minutes.
ham,Send me the PPT for today's seminar.
ham,Where are you now?
spam,"Your ATM card is blocked. Update details here: 10,000"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://kyc-update-online.in"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Claim your cashback of 50,000 rupees. Link: http://bit.ly/win-now"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://secure-verify.net"
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://secure-verify.net"
spam,"Claim your cashback of 10,000 rupees. Link: http://gift-claim-center.net"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://secure-verify.net"
ham,Call me when you're free.
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,Send me the PPT for today's seminar.
ham,Call me when you're free.
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,I sent you the notes. Check WhatsApp.
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
ham,Call me when you're free.
ham,Meeting is at 6 in room lab.
ham,Where are you now?
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Meeting is at 6 in room hostel.
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://kyc-update-online.in"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://secure-verify.net"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,"I'm on the way, will reach in 4 minutes."
ham,Happy birthday! Have a great day 🎉
spam,"Win a brand new smartphone! Register here: 5,000"
ham,Send me the PPT for today's seminar.
ham,Don't forget our class at 12 tomorrow.
ham,"Bro, what time is the lab tomorrow?"
ham,Don't forget our class at 5 tomorrow.
ham,Did you submit the assignment?
ham,Did you submit the assignment?
ham,"Hey, I'll reach by 4 PM. Wait near 101."
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,Did you submit the assignment?
ham,"Hey, I'll reach by 3 PM. Wait near 305."
ham,Did you submit the assignment?
ham,Happy birthday! Have a great day 🎉
ham,I'll call you in 1 minutes.
ham,Lunch at canteen at 9?
spam,"Earn 10,000 per day working from home. Register at http://secure-verify.net"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,I'll call you in 9 minutes.
ham,Where are you now?
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
spam,"Your KYC has expired. Update immediately at 50,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,"Hey, I'll reach by 5 PM. Wait near library."
ham,Did you submit the assignment?
ham,Are you coming to college today?
ham,Lunch at canteen at 2?
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Claim your cashback of 50,000 rupees. Link: http://gift-claim-center.net"
ham,Where are you now?
ham,Lunch at canteen at 9?
ham,Did you submit the assignment?
spam,"Earn 10,000 per day working from home. Register at http://kyc-update-online.in"
ham,"I'm on the way, will reach in 5 minutes."
ham,Lunch at canteen at 4?
ham,I'll call you in 6 minutes.
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://kyc-update-online.in"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://kyc-update-online.in"
ham,Happy birthday! Have a great day 🎉
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
ham,Lunch at canteen at 8?
ham,"Bro, what time is the lab tomorrow?"
ham,Lunch at canteen at 6?
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Where are you now?
spam,"Win a brand new smartphone! Register here: 10,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Meeting is at 4 in room canteen.
spam,"Earn 1,00,000 per day working from home. Register at http://gift-claim-center.net"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://gift-claim-center.net"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://kyc-update-online.in"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,I'll call you in 8 minutes.
ham,I sent you the notes. Check WhatsApp.
ham,Can you share today's attendance code?
ham,Call me when you're free.
ham,I sent you the notes. Check WhatsApp.
ham,Did you submit the assignment?
ham,"Bro, what time is the lab tomorrow?"
spam,"Win a brand new smartphone! Register here: 50,000"
ham,I'll call you in 11 minutes.
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,I'll call you in 12 minutes.
spam,"Earn 50,000 per day working from home. Register at http://bit.ly/win-now"
ham,"I'm on the way, will reach in 9 minutes."
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,I'll call you in 12 minutes.
ham,Where are you now?
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Claim your cashback of 10,000 rupees. Link: http://gift-claim-center.net"
ham,Send me the PPT for today's seminar.
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Meeting is at 6 in room 201.
spam,"Congratulations! You have won 10,000 rupees. Click here: http://bit.ly/win-now"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://kyc-update-online.in"
ham,Send me the PPT for today's seminar.
ham,Meeting is at 7 in room lab.
spam,"Earn 1,00,000 per day working from home. Register at http://secure-verify.net"
ham,I sent you the notes. Check WhatsApp.
spam,"Claim your cashback of 50,000 rupees. Link: http://kyc-update-online.in"
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,Did you submit the assignment?
spam,"Your electricity bill is pending. Pay now: 50,000"
ham,"I'm on the way, will reach in 5 minutes."
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,"Hey, I'll reach by 6 PM. Wait near canteen."
ham,"I'm on the way, will reach in 8 minutes."
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Where are you now?
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://kyc-update-online.in"
ham,Lunch at canteen at 10?
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"Your KYC has expired. Update immediately at 50,000"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,Happy birthday! Have a great day 🎉
ham,Lunch at canteen at 7?
ham,"I'm on the way, will reach in 3 minutes."
ham,I sent you the notes. Check WhatsApp.
spam,"Your KYC has expired. Update immediately at 50,000"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://bit.ly/win-now"
ham,"Hey, I'll reach by 11 PM. Wait near lab."
ham,Did you submit the assignment?
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,Call me when you're free.
ham,Meeting is at 3 in room library.
ham,Can you share today's attendance code?
ham,I sent you the notes. Check WhatsApp.
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Did you submit the assignment?
spam,"Earn 1,00,000 per day working from home. Register at http://secure-verify.net"
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Lunch at canteen at 5?
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,"I'm on the way, will reach in 12 minutes."
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Happy birthday! Have a great day 🎉
spam,"Claim your cashback of 50,000 rupees. Link: http://click-free-prize.com"
ham,Meeting is at 8 in room canteen.
ham,Happy birthday! Have a great day 🎉
ham,I sent you the notes. Check WhatsApp.
ham,"Bro, what time is the lab tomorrow?"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Happy birthday! Have a great day 🎉
ham,"Hey, I'll reach by 4 PM. Wait near 201."
ham,Did you submit the assignment?
ham,Call me when you're free.
ham,Happy birthday! Have a great day 🎉
ham,Meeting is at 8 in room 305.
ham,Can you share today's attendance code?
ham,Lunch at canteen at 7?
ham,Send me the PPT for today's seminar.
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://secure-verify.net"
spam,"Earn 10,000 per day working from home. Register at http://kyc-update-online.in"
ham,Send me the PPT for today's seminar.
ham,I'll call you in 4 minutes.
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Don't forget our class at 2 tomorrow.
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://offer-today.xyz"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Your electricity bill is pending. Pay now: 10,000"
spam,"Earn 10,000 per day working from home. Register at http://kyc-update-online.in"
ham,Call me when you're free.
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,"Hey, I'll reach by 12 PM. Wait near C3."
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Can you share today's attendance code?
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,Can you share today's attendance code?
ham,Did you submit the assignment?
ham,Where are you now?
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://gift-claim-center.net"
ham,"Hey, I'll reach by 8 PM. Wait near college gate."
ham,Can you share today's attendance code?
ham,"Bro, what time is the lab tomorrow?"
ham,Happy birthday! Have a great day 🎉
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"Earn 10,000 per day working from home. Register at http://gift-claim-center.net"
